ZT0_1	ZT0_2	ZT0_3	ZT3_1	ZT3_2	ZT3_3	ZT6_1	ZT6_2	ZT6_3	ZT9_1	ZT9_2	ZT9_3	ZT12_1	ZT12_2	ZT12_3	ZT15_1	ZT15_2	ZT15_3	ZT18_1	ZT18_2	ZT18_3	ZT21_1	ZT21_2	ZT21_3
ostta01g01110	6.029659	3.930447	3.497427	7.459645	7.648564	7.759938	8.16064	8.11395	8.144716	8.599407	8.408914	8.328349	7.923918	7.551191	7.620663	7.811901	6.64512	6.647808	6.328211	3.793638	3.798233	4.514757	2.23573	2.150156
ostta01g01120	7.722419982	7.372368339	7.217933708	7.6093007	8.030601564	8.116335609	7.652227257	7.797567419	7.5825213975	7.662616849	7.719533996	7.4794582485	7.655723355	7.424266102	7.385327854	7.277883667	6.858480725	6.817240644	7.217665654	6.556067896	6.517354903	7.42941115	6.703450794	6.712962196
ostta01g01130	6.002303	6.052669	6.113753	7.180124	6.664511	6.526033	7.642197	7.703479	7.647816	8.142776	8.336728	8.209542	8.309052	8.131156	8.158071	7.787445	7.660588	7.618677	7.676921	7.469534	7.575223	6.598614	6.690686	6.786839
ostta01g01150	7.051687551	7.133623897	6.972819046	7.138692641	7.270234012	7.382621219	7.436095945	7.37677801	7.37844486	7.597774593	7.627494753	7.642299996	8.045247358	8.221020448	8.199279194	7.926745601	7.791436732	7.805534498	7.662488248	7.316032704	7.371476241	7.50907421	7.110010521	7.037445753
ostta01g01160	6.736359	6.38377	6.396634	6.878484	7.014091	6.901696	7.116856	6.898148	7.183005	7.606963	7.411614	7.62505	7.941364	8.203732	8.229726	7.939713	7.880136	7.85406	7.507411	7.494668	7.332307	7.779557	7.482753	7.402565
ostta01g01180	6.89571	6.769332	6.488071	7.352727	7.479497	7.50568	7.467909	7.243231	7.36391	7.638398	7.360066	7.568435	7.845694	7.693852	7.66944	7.849712	7.828964	7.965974	7.517947	7.183758	7.451571	6.844136	6.421126	6.57594
ostta01g01200	7.081211	6.934758	6.853823	7.294732	6.939942	7.135384	7.447737	7.141737	7.251756	7.2822	7.169811	7.27048	7.15831	6.959125	7.187019	7.617533	7.137778	7.378916	7.209666	6.689924	6.899529	6.690495	5.98535	6.171246
ostta01g01210	7.539499996	7.693799297	7.941491102	7.379488869	7.629164473	7.870403431	7.549416159	7.620192675	7.756495994	7.510120079	7.75339445	7.754214485	7.953230512	7.951057754	7.994689992	7.819453941	7.750637455	8.01406438	7.503611292	7.444215842	7.475337077	7.387823406	6.786327702	7.146151757
ostta01g01220	6.906380381	7.342237484	7.568823769	3.093783302	4.71826707	4.674271754	1.943730726	1.675490578	1.654547274	1.690942513	1.586651319	1.276663823	5.123199626	5.865826594	5.460986039	7.935524229	8.4528029085	8.1606279075	8.6394501465	8.6394501465	8.6394501465	7.95596534558333	7.95596534558333	7.95596534558333
ostta01g01230	8.156209697	8.331305752	8.324300425	7.504073005	7.460527979	7.667002392	6.109493818	6.127887505	6.152979788	5.487842324	5.65836424	5.872533733	6.605303059	6.474432557	6.140303233	7.15169771	7.389238037	7.29754492	7.44928063	7.69774722	7.675585996	7.584425789	7.872455063	7.813908007
ostta01g01240	7.675731	7.322969	7.822497	7.740827	7.452936	9.211934	7.274386	7.342078	7.351525	6.997268	6.742769	7.022382	7.242096	7.026763	7.22693	7.298567	7.264678	7.506291	7.446267	7.456895	6.618085	7.348119	7.568075	7.809196
ostta01g01250	8.021867256	8.320527833	8.415606952	7.894647807	8.062032947	8.628551366	7.908147579	8.243097856	8.123453753	7.898259926	8.139040765	8.173007373	7.830019346	8.046682683	8.137461583	7.531243578	7.389843663	7.521788362	7.48301737	7.544228528	7.497981741	7.671408812	7.728953065	8.033092017
ostta01g01260	6.77733282	6.794850555	6.819523164	7.947865502	8.289406718	8.588509813	7.939598393	8.490589511	8.239581203	8.535725304	8.649994572	8.453733556	8.347193475	8.332386512	8.748633453	7.082716944	6.42391137	6.552758839	6.148666631	5.865434889	5.285322848	6.00897474	6.364762879	6.349041342
ostta01g01270	6.638176	6.354332	6.390639	7.013817	6.542999	6.747832	8.164737	8.288607	8.137223	8.940954	8.837037	8.687189	8.063126	7.795523	8.196785	7.080232	6.748237	6.974244	6.844044	6.501898	6.541237	6.580807	6.640006	6.476598
ostta01g01290	7.698804	8.120939	8.060376	7.305851	7.641085	7.740355	5.4015	4.807481	5.066286	2.956782	2.589211	2.872501	3.518469	3.817307	3.264392	6.376767	6.819318	6.727381	7.752743	7.891813	7.921298	8.095192	8.241961	8.311573
ostta01g01300	7.39890941	7.393222506	7.420627066	7.365661533	7.123757159	6.921991202	7.238888978	7.345452467	7.429416245	7.444632375	7.371519896	7.246665972	7.67383304	7.808490292	7.780779386	7.487413916	7.430647801	7.290969638	7.862674161	7.592999482	7.535233748	8.021870047	8.055323442	7.890049568
ostta01g01310	7.065276	7.12342	7.031815	7.173649	7.229352	7.045662	7.268866	7.006904	7.483523	7.5377	7.446452	7.811721	7.850409	8.118949	8.102041	7.801399	7.812973	7.88086	8.313497	7.936765	8.096053	8.124117	7.903388	7.752984
ostta01g01320	7.4683564	7.637439657	7.730630611	7.390392094	8.636375903	8.478622503	6.97347161	6.908092142	6.786400425	6.684683974	6.798669064	6.8605268665	7.098780432	6.816953474	7.133505192	6.818918865	6.782546787	6.743613763	7.20922285	6.727194594	6.679090279	7.272472761	6.895963707	6.900532272
ostta01g01330	7.995819	8.292628	8.382591	6.948758	7.862988	7.50474	6.669419	6.288916	6.748097	6.530123	6.496966	6.800467	6.899445	7.321511	7.176268	7.369526	7.532637	7.568502	7.863377	8.086637	8.02616	7.926412	8.251477	8.080798
ostta01g01340	8.010820621	8.330114753	7.93843528	6.887291025	7.506344182	7.051801443	7.125648935	6.941238899	7.738487256	7.045893132	7.167452726	7.634842468	7.336882565	7.069110276	7.010829538	7.51016779	7.664386307	7.377411165	8.238562633	7.851977095	7.66301332	8.0835867	7.978833562	8.090451747
ostta01g01350	4.306819	4.796362	4.737029	5.412971	4.715502	4.969212	8.67409	8.736958	8.743297	9.107516	9.137502	9.317554	8.107806	7.526561	7.700159	5.430855	4.562207	4.343318	4.441354	4.488063	4.326505	4.506319	4.802673	4.694693
ostta01g01370	7.546067	8.480412	9.057408	6.183765	6.561606	6.177646	7.198964	7.125954	7.90619	7.527679	7.609634	8.23761	7.169917	7.179365	6.5388	7.323953	7.613005	7.61439	7.879355	8.423845	8.561028	7.917441	9.079446	9.1588
ostta01g01380	5.026675	5.736861	4.6119	7.85034	6.974404	7.253224	7.763866	7.956285	7.908222	8.200051	8.400347	8.289546	8.223824	8.407417	8.419747	8.042966	8.010776	8.142709	7.67436	7.859691	8.113394	7.118993	7.124105	7.370331
ostta01g01400	7.11811312	7.4148364	7.656470681	7.492775574	7.302867499	7.875506651	7.307436591	7.433723407	7.625831847	7.555967752	7.554674616	8.111721772	7.529710661	7.477876492	7.486490932	7.508643023	7.60003696	7.680097208	7.689613053	7.565533627	7.690472554	7.836900154	7.820958115	8.004876232
ostta01g01410	6.838963	7.26099	7.370417	5.680549	6.044523	6.053164	6.199374	6.473835	6.196075	7.112933	7.411531	7.235979	7.825265	8.006682	8.041469	8.054802	8.142092	8.035079	7.906249	8.237836	8.165349	7.88547	7.759283	7.869724
ostta01g01420	6.95036	7.717586	7.875062	4.210279	4.539648	4.478383	4.130816	3.644233	4.033124	4.246193	4.347392	4.472938	6.875102	7.498091	7.358022	7.932011	8.299604	8.406706	8.185163	8.695754	8.695261	8.290141	8.549397	8.758146
ostta01g01430	5.578211023	5.565727438	5.507452659	7.086559206	6.8855986	7.08052036	7.110245413	7.261364103	7.308104211	7.095054126	7.517180952	7.631545332	7.489217386	7.970151112	8.0336878	7.419316223	7.835725266	7.820331767	7.36821928	7.452989321	7.353342745	7.543667024	7.342050507	7.401030111
ostta01g01440	8.545127	8.42322	8.460379	7.456376	7.443578	7.21294	7.114199	6.894258	7.066828	6.899272	6.720633	6.589672	6.612174	6.198945	5.889632	7.042168	7.450598	7.485998	7.983029	8.17723	8.205091	8.275041	8.395572	8.244382
ostta01g01450	8.023196914	8.358142922	8.375310023	6.583111492	6.390540745	6.113166336	5.982594921	5.700487139	5.4918927865	6.663133826	6.884058786	6.773680811	7.098958131	6.97927617	6.858580664	7.129025876	7.922969904	7.892923307	7.375005152	8.207914844	8.26312809	7.07128771	7.818677625	7.648636641
ostta01g01460	8.163424	8.146237	8.125902	7.615584	7.643266	7.576578	6.442663	6.239115	6.366829	6.675191	6.322436	6.413294	7.060504	6.957422	6.781549	7.418559	7.281078	7.212165	7.377955	7.26544	7.351934	7.297233	7.321785	7.403023
ostta01g01470	7.79168	8.171627	8.270186	7.512593	7.814221	7.969783	6.517401	6.43605	6.523356	5.927573	5.921688	6.149329	6.501544	6.732337	6.467199	7.075056	7.319424	7.438897	7.346657	7.444271	7.414019	6.945935	7.421752	7.530907
ostta01g01480	7.160780833	6.602860832	6.489912162	7.333842493	7.305366808	7.250913084	7.624593869	7.76045158	7.50280958	7.984618583	7.983820365	7.681437684	8.221697646	8.314270799	8.288928073	7.755263666	7.516427056	7.402330873	7.492001752	7.03916706	7.181909542	7.20172381	6.708185438	6.489374881
ostta01g01490	7.800317	7.809361	8.090514	6.958814	7.66081	7.671053	6.599409	6.148052	6.321046	6.42545	6.029543	6.196248	6.820705	6.703379	6.493743	7.497633	7.795294	7.763278	7.656026	7.979046	7.868996	7.011305	7.525296	7.544998
ostta01g01500	8.060982162	8.046832356	7.918866863	7.350068898	7.645856433	7.4979626655	6.20674885	5.813719258	5.627018492	6.086370931	5.636421479	5.529745982	6.340704154	6.330583635	7.267233568	6.683651171	6.510638715	6.347876037	7.074437815	6.562766353	6.722969268	6.944432049	6.58235671	6.463962366
ostta01g01510	8.242822	8.076976	8.159899	7.253679	7.4294	7.389709	6.183851	5.201426	4.695332	6.498353	6.456667	6.454543	6.802329	6.485312	6.641882	6.85479	6.957525	7.006603	7.675608	7.557252	7.553243	7.867428	7.8019	7.680517
ostta01g01520	8.565178999	9.380373404	9.623662845	7.791774134	8.070993962	8.172071333	7.493805295	7.593377072	7.595105155	7.635466787	7.664038873	7.861171113	7.589040946	7.644720275	7.44434755	7.618626881	8.00684639	7.918154376	8.187481156	8.52219484	8.374617161	9.037965038	9.152575594	9.284133048
ostta01g01530	8.133565	7.104494	7.050664	7.522823	7.231013	6.969193	7.562913	7.139574	7.130427	7.654598	7.357571	7.26185	7.329763	7.344566	7.387704	7.353151	7.281194	7.309011	7.38207	6.882277	6.876984	7.15941	6.616285	6.414521
ostta01g01540	6.608169	6.608169	6.608169	6.884212	6.884212	6.884212	7.142956	7.160255	7.177555	6.586313	6.805241	7.02417	6.912133	6.912133	6.912133	7.019025	7.019025	7.019025	6.766868	6.770295	6.773722	7.476119	7.119245	6.762371
ostta01g01570	7.041012	6.916585	7.044742	6.369557	6.893431	6.929483	5.709645	5.45977	5.524639	6.022519	5.619107	5.593257	6.800169	7.104566	6.99534	7.544797	7.547328	7.560164	8.061234	8.084464	8.063793	8.3637	8.321967	8.401635
ostta01g01580	6.985877215	7.284909882	7.322261375	5.486299171	6.167436829	6.105827843	5.420289548	5.240547102	5.31706892	6.152231395	6.024182818	6.204817463	7.035100414	7.133452354	7.041402801	7.638088625	7.705999831	7.699139726	7.937055516	7.985796363	8.006616628	7.820793636	8.016640535	8.127238352
ostta01g01590	8.102873	8.159867	8.262845	7.528954	7.437672	7.530565	6.552554	6.331671	6.634484	6.089434	5.735647	5.916649	5.914659	5.676441	5.470844	6.571303	6.865919	6.901756	7.107573	7.56115	7.656898	7.115563	7.829968	7.863977
ostta01g01600	6.736595	5.527308	5.621654	8.146408	7.569327	7.857867	8.182833	8.470298	7.895368	7.596499	7.812524	7.380473	9.398167	9.33809	9.458244	7.369296	6.97855	6.976489	6.176903	5.076966	5.367187	6.744237	5.514214	5.722935
ostta01g01610	8.16870476	8.110387003	8.19108616	7.346473241	7.604718755	7.617137801	6.12319975	5.798488062	5.846624112	5.631707451	5.511059358	5.534887625	6.449600948	6.327138148	6.36406658	6.929026996	7.246547767	7.15610544	7.423021617	7.715285133	7.68921699	7.473496675	7.786129022	7.669621211
ostta01g01630	6.8	7.119902	6.845884	7.290756	7.278321	7.276427	7.464506	7.343246	7.351978	7.68839	7.737151	7.854972	7.660061	7.511033	7.505562	7.673385	7.862507	8.006367	8.121589	7.961479	8.181221	8.037752	7.745414	7.856144
ostta01g01640	4.462815268	4.365225517	4.41512323	7.0780046	6.643819282	6.584350592	7.787233632	7.797497364	7.773115453	8.188289183	8.238502879	8.252346073	8.287833099	8.45609611	8.41088844	8.169674695	8.051424121	8.078361424	7.570785939	7.205552995	7.384956218	6.074717991	5.003509595	5.066084
ostta01g01650	8.62264	8.439645	8.661822	8.431781	8.339339	8.670265	7.997759	8.067483	7.905187	7.988626	7.824785	7.725046	7.3376	6.801871	6.785168	6.453618	6.440086	6.138181	7.101598	7.016019	6.884419	7.749429	7.808465	7.953593
ostta01g01670	6.734661	7.055018	7.014561	6.933439	7.288362	7.320577	7.019062	7.078569	7.16551	7.454256	7.500726	7.399446	7.735292	7.786079	7.980267	7.484215	7.419291	7.621126	7.069878	6.843325	6.806443	6.74469	6.504681	6.638767
ostta01g01680	7.948556	8.217631	8.280589	7.342617	7.331393	7.321273	7.278099	7.70355	7.698909	7.625021	7.808936	7.806594	7.37808	7.113591	6.861918	7.29874	7.670202	7.62558	8.020767	8.122689	8.113311	8.474632	8.326119	8.221732
ostta01g01690	7.053003613	7.14634056	7.118485775	7.379212685	7.085317569	7.268013312	7.6281631005	7.68325693	7.573069271	7.68146725375	7.696125093	7.6668094145	7.331921582	7.526242345	7.609161961	7.365654345	7.525268953	7.489932483	7.268302341	7.030736145	6.969285396	6.988184778	6.800667177	6.779291187
ostta01g01700	6.50104	5.916869	5.562508	7.178822	7.126488	6.959846	7.33976	7.280274	7.324865	7.277219	7.612815	7.63411	7.97994	8.04693	8.16298	7.994591	7.893642	7.81946	7.72397	7.580704	7.626232	6.994714	6.872782	6.83193
ostta01g01710	8.173990868	7.950852428	7.887668071	7.242045667	7.440767504	7.464466879	6.98975177	6.748870075	6.817105043	7.096460848	7.03267233	6.950457618	7.499458904	7.41925216	7.535034558	7.447940174	7.474443266	7.456220298	7.773232499	7.577829481	7.499781085	7.985278059	7.826977312	7.666558304
ostta01g01720	8.77338	8.86975	9.145132	8.10094	8.153217	7.820816	7.440028	7.398912	7.624134	7.478832	7.336632	7.532473	7.500522	7.78939	7.955024	7.41731	7.49977	7.625591	7.843946	7.727731	7.902663	8.11814	8.020181	7.789664
ostta01g01740	7.00500283	7.210139332	5.842173255	6.619089668	6.488107667	6.362930144	7.191049795	6.857519938	7.2783139805	7.336230475	7.582086424	7.89715139	7.445135577	7.484183291	7.748945307	7.869597764	8.091874996	8.455842569	8.151027044	8.354995893	8.482148301	7.740036715	8.320847345	8.595716875
ostta01g01750	6.901406	7.28066	7.223589	6.952298	6.868429	6.736997	6.979048	7.235476	7.166179	7.216997	7.417475	7.309293	8.114349	8.173154	8.090823	8.006708	7.89136	7.878287	6.439538	6.174555	6.220835	6.48668	5.359999	5.349413
ostta01g01760	3.631832	3.596762	3.614297	6.894973	7.011902	6.953437	7.456879	7.707255	7.957631	7.662352	8.243131	7.823409	7.732317	7.732317	7.732317	7.588316	7.62133	7.455363	5.097903	4.664908	4.889258	4.884994	3.350056	3.280639
ostta01g01770	6.974558	6.770153	6.780006	7.388977	7.145466	7.269588	7.427913	7.513748	7.524553	7.511325	7.429051	7.402259	7.782828	7.619895	7.83079	7.553425	7.217878	7.376963	7.467152	6.927715	6.983762	7.212593	6.683896	6.602821
ostta01g01780	7.903969	8.203735	8.341729	7.159733	7.261292	7.122905	6.839126	6.736576	6.83369	6.695136	7.002076	7.070572	7.15536	7.070447	7.029915	7.243145	7.623479	7.514433	7.745231	7.988395	7.981439	7.667052	8.072135	8.052275
ostta01g01790	6.944930642	7.580682039	7.781294822	3.962942084	4.593807894	4.66435729	3.362149365	3.068790769	3.132677402	3.362064201	3.258540349	3.377621866	6.170073298	6.377943705	6.000710541	7.892890688	8.06913348	7.986674778	8.325188131	8.647411864	8.622641455	8.218284073	8.559638846	8.52237195
ostta01g01810	7.124018	7.541491	7.939743	5.122899	5.908007	5.806672	5.643758	5.077403	5.589241	6.518576	5.962262	6.211229	7.206727	7.568263	7.378906	7.821075	8.02579	8.020418	7.794555	8.454136	8.589047	7.60823	8.223637	8.223432
ostta01g01820	8.241676803	8.101471681	8.1063136	8.082058107	7.849475757	7.901504556	7.39833938	7.540960877	7.599446535	6.532398478	6.43146213	6.732573219	5.655800175	5.500566572	5.212948126	6.202598824	6.791944207	6.762354504	6.936204573	7.230506792	7.319157981	7.766752775	7.888774329	7.84514045
ostta01g01830	7.4753	6.69242	6.792392	7.676939	7.018293	6.65395	7.722353	7.267455	7.151304	7.687586	7.353691	7.167495	7.739116	8.12025	8.230565	7.821222	7.491925	7.234977	7.380714	6.396836	6.53866	6.551492	5.435876	5.400456
ostta01g01850	8.208604	8.434143	8.966637	7.580987	7.543126	7.751511	7.108353	7.283362	7.308549	7.098366	7.178436	7.078424	7.023478	7.245199	7.191729	7.190261	7.543881	7.450412	7.595013	8.025966	8.097201	7.859723	8.375962	8.313037
ostta01g01855	7.408588	8.204594	8.242056	7.483404	7.581344	7.508889	7.54224	7.695545	8.178632	7.438069	7.643372	7.772253	7.479301	7.803452	7.552299	7.709576	8.223474	8.10384	8.240112	8.454429	8.374593	8.536714	8.845042	8.816958
ostta01g01860	7.535574	7.705971	8.145295	8.101809	8.373613	8.425516	7.923881	8.344977	8.294331	6.739944	7.811659	7.623389	6.827167	7.305955	7.460561	6.486202	6.422972	6.472765	6.222944	6.466559	6.373533	7.734456	7.358992	7.740694
ostta01g01870	7.772597	8.061232	8.349866	7.039279	7.536856	7.491278	7.370377	7.696213	7.773491	7.624176	7.961817	8.301525	7.68334	7.842549	7.752202	7.722586	8.010462	8.003374	8.312224	8.427706	8.231238	8.636842	8.466548	8.515166
ostta01g01890	8.591771	8.774002	9.225752	7.579414	7.426694	7.754475	7.570277	7.551726	7.450768	7.426116	7.485098	7.288686	7.566787	7.608898	7.557789	7.402194	7.389774	7.182023	7.648961	7.733217	7.55555	8.222341	8.554209	8.400179
ostta01g01920	5.708747	6.755437	4.973511	7.828662	8.036345	8.131286	8.107461	8.326686	8.161295	8.566715	8.470932	8.437198	8.319022	8.129152	8.211345	7.557234	6.20124	6.227872	6.200472	5.034494	4.776336	5.338113	5.149603	5.026493
ostta01g01930	8.095153853	8.788118184	8.870741175	7.998993815	7.72923311	8.025756231	7.634720789	7.550266567	7.405040123	7.478566186	7.473056165	7.328205234	7.426759611	6.413864469	6.729802553	6.745470745	5.857161697	5.869798707	7.495063398	7.050443979	7.184196171	8.453295467	8.40067206	8.50181768
ostta01g01940	7.377861685	7.230163704	7.312954524	7.507645282	7.699417099	7.620552645	7.245490299	7.142614907	7.202350443	7.415827768	7.076269456	7.138110904	7.412478007	7.402842697	7.509912717	7.737794612	7.834066563	7.794112845	8.183736673	8.211159463	8.149164571	8.436706899	8.288835091	8.089889269
ostta01g01950	7.463497	7.318344	7.347821	7.694722	7.853987	7.828909	7.57746	7.952243	8.145893	8.064106	8.401432	8.515832	8.140131	8.246159	8.28803	7.529188	7.695732	7.726294	7.380042	7.234365	7.293825	6.958627	6.862193	6.948859
ostta01g01960	5.990727	6.278993	6.039816	6.780801	6.80489	6.461855	7.535822	7.887879	7.766384	8.313782	8.776438	8.52373	8.265409	8.340095	8.543216	7.27742	6.95277	6.94553	6.292372	6.46927	6.039104	6.033414	6.140085	5.968794
ostta01g01970	5.396446	5.112198	4.905085	4.719178	4.874086	4.490294	7.110001	7.186364	7.128494	8.965863	9.22727	9.128461	9.063824	8.745065	8.877647	7.82874	6.841995	7.010037	5.782772	5.357229	5.030655	5.249608	5.021794	4.750864
ostta01g01980	8.118091821	7.832055685	7.975073753	8.911717396	8.911717396	8.911717396	7.340808655	7.143342253	7.105374351	5.629185562	5.646304819	5.637882114	4.76774395	3.979629377	3.6534483205	6.202890758	5.754661842	5.887308721	6.782050812	6.45167175	6.204695114	7.587136899	7.880988804	7.7327861955
ostta01g01990	7.47975	8.020818	7.881173	6.401335	6.792154	6.707257	6.474421	6.156148	6.132042	7.022544	6.802287	6.811496	7.178227	7.212403	7.01904	7.702999	7.764353	7.729841	8.033885	7.967536	8.048596	7.475325	7.32178	7.245364
ostta01g02000	8.181876	8.601751	8.505919	8.045754	8.259107	8.058599	7.732876	7.760381	7.978988	7.579657	7.789782	7.989988	7.330711	7.460968	7.401453	7.177215	7.438037	7.257476	7.901114	7.609454	7.825029	8.293956	8.014061	7.868726
ostta01g02010	5.639816	5.682846	6.336387	7.259325	6.805917	7.205292	8.77386	8.594222	8.345427	9.192953	9.279964	9.085549	8.649669	8.242167	8.708284	7.22194	6.610212	6.056636	6.376401	6.540769	6.458585	5.999881	6.46986	6.658468
ostta01g02020	7.780336	7.634265	7.738376	7.675038	7.440217	7.235632	7.615772	7.700856	7.825365	7.562473	7.651337	7.686623	6.924395	6.713314	6.678221	7.203374	7.534937	7.468461	7.526147	7.557611	7.650938	7.293846	7.600644	7.580184
ostta01g02040	8.705409754	8.919235542	10.096349698	7.238512496	9.104670803	9.368465074	6.951993821	7.578717531	7.63225305	6.748184906	7.55203147	7.460243356	6.536246157	7.16245412	7.213407866	7.291873689	7.219305496	7.289551078	6.9680109	7.036741966	7.387412347	7.746693726	7.455181835	7.594064067
ostta01g02060	7.197943	6.795711	6.725267	6.940665	7.611482	7.762331	7.588193	7.444539	7.475822	7.679594	7.700351	7.755077	7.649781	7.979185	7.945099	7.384166	7.277428	7.352802	7.263323	6.97679	7.012281	6.853448	6.371677	6.550045
ostta01g02070	8.937326	9.161931	9.669459	8.266365	8.611563	9.262414	7.521426	7.508595	7.669881	7.434741	7.696467	7.731148	7.684628	8.021035	8.182502	7.868385	7.885423	8.0549	7.850495	8.241088	8.195433	8.331845	8.905652	8.984162
ostta01g02080	8.153487	8.56269	8.62593	7.555481	8.862095	8.891255	5.343977	5.005783	4.906852	3.616127	4.202404	4.251036	4.398875	3.791843	3.622504	4.111373	4.132434	4.112314	5.153247	5.640837	5.406445	7.182905	7.335264	7.348238
